...1,state,year,as_of,accessed,policy,level,category,category_weight,score
6,CO,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
6,CO,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
6,CO,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
6,CO,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
6,CO,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
7,CT,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
7,CT,2006,2006-01-01,2006-01-25,hospital_if,Viability,limit_setting,2,0.5
7,CT,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
7,CT,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,fund_all_most,X,funding,1,-1
7,CT,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
7,CT,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
7,CT,2006,2006-01-01,2006-01-25,parental_involv_minors,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,licensed_physician,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Enjoined,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
8,DE,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
8,DE,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
8,DE,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,Enjoined,NA,NA,0
8,DE,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
9,DC,2006,2006-01-01,2006-01-25,licensed_physician,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,prohibited_except_death_if,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
9,DC,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,indiv_prov_refuse,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,instit_prov_refuse,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
9,DC,2006,2006-01-01,2006-01-25,parental_involv_minors,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
10,FL,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,second_physician_if,24 weeks,limit_setting,2,0.6666666666666666
10,FL,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,bans,4,0.6666666666666666
10,FL,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
10,FL,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
10,FL,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
10,FL,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
10,FL,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
11,GA,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
11,GA,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
11,GA,2006,2006-01-01,2006-01-25,second_physician_if,3rd trimester,limit_setting,2,0.3333333333333333
11,GA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,3rd trimester,bans,4,0.3333333333333333
11,GA,2006,2006-01-01,2006-01-25,partial_birth_ban,Postviability,bans,4,0.5
11,GA,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
11,GA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
11,GA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
11,GA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
11,GA,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
11,GA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
11,GA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,X,counseling,2,1
11,GA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
11,GA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
11,GA,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
13,ID,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
13,ID,2006,2006-01-01,2006-01-25,hospital_if,Viability,limit_setting,2,0.5
13,ID,2006,2006-01-01,2006-01-25,second_physician_if,3rd trimester,limit_setting,2,0.3333333333333333
13,ID,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
13,ID,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
13,ID,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
13,ID,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
13,ID,2006,2006-01-01,2006-01-25,priv_insurance_limit,X,limit_setting,2,1
13,ID,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
13,ID,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
13,ID,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
13,ID,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
13,ID,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
13,ID,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
13,ID,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
14,IL,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,second_physician_if,Viability,limit_setting,2,0.6666666666666666
14,IL,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
14,IL,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,fund_all_most,X,funding,1,-1
14,IL,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
14,IL,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
14,IL,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,mandate_fetal_pain,X,counseling,2,1
14,IL,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
14,IL,2006,2006-01-01,2006-01-25,parental_involv_minors,Enjoined,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
15,IN,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,limit_setting,2,0.75
15,IN,2006,2006-01-01,2006-01-25,second_physician_if,Viability,limit_setting,2,0.6666666666666666
15,IN,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
15,IN,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
15,IN,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
15,IN,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
15,IN,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
15,IN,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,18,counseling,2,0.5
15,IN,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
16,IA,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
16,IA,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,3rd trimester,bans,4,0.3333333333333333
16,IA,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
16,IA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
16,IA,2006,2006-01-01,2006-01-25,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
16,IA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
16,IA,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
17,KS,2006,2006-01-01,2006-01-25,licensed_physician,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,second_physician_if,Viability,limit_setting,2,0.6666666666666666
17,KS,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
17,KS,2006,2006-01-01,2006-01-25,partial_birth_ban,Postviability,bans,4,0.5
17,KS,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
17,KS,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
17,KS,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
17,KS,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
17,KS,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
17,KS,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
18,KY,2006,2006-01-01,2006-01-25,licensed_physician,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,limit_setting,2,0.75
18,KY,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
18,KY,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
18,KY,2006,2006-01-01,2006-01-25,priv_insurance_limit,X,limit_setting,2,1
18,KY,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
18,KY,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
18,KY,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
18,KY,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
18,KY,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
19,LA,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
19,LA,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,second_physician_if,Viability,limit_setting,2,0.6666666666666666
19,LA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
19,LA,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
19,LA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
19,LA,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
19,LA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
19,LA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
19,LA,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
20,ME,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
20,ME,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
20,ME,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
20,ME,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
20,ME,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
20,ME,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
20,ME,2006,2006-01-01,2006-01-25,parental_involv_minors,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
21,MD,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
21,MD,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,fund_all_most,X,funding,1,-1
21,MD,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
21,MD,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
21,MD,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,0,NA,NA,0
21,MD,2006,2006-01-01,2006-01-25,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
22,MA,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
22,MA,2006,2006-01-01,2006-01-25,hospital_if,12 weeks,limit_setting,2,1
22,MA,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,prohibited_except_death_if,24 weeks,bans,4,0.6666666666666666
22,MA,2006,2006-01-01,2006-01-25,partial_birth_ban,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,fund_all_most,X,funding,1,-1
22,MA,2006,2006-01-01,2006-01-25,fund_life_rape_incest,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
22,MA,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
22,MA,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,Enjoined,NA,NA,0
22,MA,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
23,MI,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
23,MI,2006,2006-01-01,2006-01-25,hospital_if,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,second_physician_if,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
23,MI,2006,2006-01-01,2006-01-25,partial_birth_ban,Enjoined,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,fund_all_most,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,fund_life_rape_incest,X,funding,1,0.5
23,MI,2006,2006-01-01,2006-01-25,priv_insurance_limit,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,indiv_prov_refuse,X,external_refusal,1,1
23,MI,2006,2006-01-01,2006-01-25,instit_prov_refuse,X,external_refusal,1,1
23,MI,2006,2006-01-01,2006-01-25,mandate_breast_cancer,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,mandate_fetal_pain,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,mandate_neg_psych,0,NA,NA,0
23,MI,2006,2006-01-01,2006-01-25,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
23,MI,2006,2006-01-01,2006-01-25,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
24,MN,2006,2006-01-01,2006-01-25,licensed_physician,X,limit_setting,2,1
24,MN,2006,2006-01-01,2006-01-25,hospital_if,2nd trimester,limit_setting,2,0.75
